StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Consent,HMV_Value,HMV_Exclude,HMV_Own,HMV_Sell,LMV_Value,LMV_Exclude,LMV_Own,LMV_Sell,HSV_Value,HSV_Exclude,HSV_Own,HSV_Sell,LSV_Value,LSV_Exclude,LSV_Own,LSV_Sell,Gender,Gender_3_TEXT,Age,Educ,Comm,mTurkCode
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,"Principal Investigator: Alex ShawWe are asking you to participate in a research study. This form will give you some information about the study. Please read the form carefully and feel free to ask any questions that you may have.A.  Project Description1.  In this study, you will be asked to read a brief scenario, and answer some questions.2.  The estimated time to complete this study is approximately 5 minutes.3.  The research is being conducted with the goal of publication in academic journals and presentation at academic conferences.B. Risks and Benefits1. Your participation in this study does not involve any physical risk or emotional risk to you beyond the risks of daily life.  2. You have the right to withdraw your consent or discontinue participation at any time for any reason. Your decision to withdraw will not involve any penalty or loss of benefits to which you are entitled.  3. The potential benefit of the study is a better scientific understanding of people‰Ûªs motivations about distributing resources.C. CompensationYou will receive [30 cents] for your participation.D. ConfidentialityTo secure the confidentiality of your responses, your Mturk worker ID must be kept in a separate dataset from the dataset which will include your responses. A limited number of research team members will have access to the data. All data will be kept in a password protected computer that is kept secure. Your privacy will be maintained in all published and written data resulting from this study. All data collected will be analyzed in aggregate form. Your name or other identifying information will not be used in our reports or published papers. E. Contacts1. If you have any questions or concerns about this study, you may contact Jessica Bregant at jbregant@chicagobooth.edu, or Alex Shaw at ashaw1@uchicago.edu.2. If you have any questions about your rights as a participant in this research, you may contact the following office at the University of Chicago:Social and Behavioral Science Institutional Review BoardUniversity of Chicago5835 South Kimbark ‰ÛÒ Judd 333Chicago, IL 60637Phone: (773) 834-7835, Fax: (773) 834-8700E-mail: sbsirbwise@listhost.uchicago.eduF. Subject rightsParticipation in this study is voluntary, and you are free to leave the study at any time without penalty.Do you agree to participate?",Is the feather valuable?,Should Nick be able to exclude others from touching the feather?,"Is the feather ""ownable""?",Should Nick be allowed to sell the feather?,Is the feather valuable?,Should Nick be able to exclude others from touching the feather?,"Is the feather ""ownable""?",Should Nick be allowed to sell the feather?,Is the feather valuable?,Should Nick be able to exclude others from touching the feather?,"Is the feather ""ownable""?",Should Nick be allowed to sell the feather?,Is the feather valuable?,Should Nick be able to exclude others from touching the feather?,"Is the feather ""ownable""?",Should Nick be allowed to sell the feather?,What is your gender? - Selected Choice,What is your gender? - Other (please specify) - Text,How old are you? Please enter your age in years.,What is the highest level of education you have completed?,"Are there any comments you would like to share with the researchers? If so, please enter them below.",mTurkCode
"{""ImportId"":""startDate""}","{""ImportId"":""endDate""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""QID2""}","{""ImportId"":""QID17""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID34""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID35""}","{""ImportId"":""QID21""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID36""}","{""ImportId"":""QID31""}","{""ImportId"":""QID32""}","{""ImportId"":""QID33""}","{""ImportId"":""QID37""}","{""ImportId"":""QID5""}","{""ImportId"":""QID5_3_TEXT""}","{""ImportId"":""QID6_TEXT""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8_TEXT""}","{""ImportId"":""mTurkCode""}"
4/14/17 13:40,4/14/17 13:40,Survey Preview,,100,24,TRUE,4/14/17 13:40,R_27B7ppWDDuA5SAv,,,,,42.05859375,-87.68450165,preview,No,,,,,,,,,,,,,,,,,,,,,,
4/14/17 13:40,4/14/17 13:40,Survey Preview Spam,,100,8,TRUE,4/14/17 13:41,R_wTxLtIoRHzduGZz,,,,,42.05859375,-87.68450165,preview,No,,,,,,,,,,,,,,,,,,,,,,
4/14/17 13:41,4/14/17 13:41,Survey Preview,,100,41,TRUE,4/14/17 13:41,R_2cebK0DLhluDhVi,,,,,42.05859375,-87.68450165,preview,Yes,,,,,,,,,,,,,,,,,,,,,,157235
4/14/17 13:46,4/14/17 13:46,Survey Preview Spam,,100,4,TRUE,4/14/17 13:46,R_ZKqmM4gPlJS49bz,,,,,42.05859375,-87.68450165,preview,No,,,,,,,,,,,,,,,,,,,,,,
4/17/17 20:12,4/17/17 20:13,IP Address,8.37.27.27,100,76,TRUE,4/17/17 20:13,R_1g17djsz5qRO7XS,,,,,41.80140686,-87.60050201,anonymous,Yes,,,,,,,,,,,,,,,,,,,,,,363342
4/20/17 9:48,4/20/17 9:52,IP Address,205.208.120.72,100,246,TRUE,4/20/17 9:52,R_2Xopc0tdNZYOty5,,,,,41.78039551,-87.60269928,anonymous,Yes,,,,,,,,,,,,,,,,,,,,,,715986
4/20/17 9:58,4/20/17 9:59,IP Address,24.127.9.213,100,41,TRUE,4/20/17 9:59,R_yI9Q5bzD4OsMwGB,,,,,42.95359802,-85.6576004,anonymous,Yes,,,,,,,,,,,,,Definitely Yes,Definitely Yes,Definitely Yes,Definitely Yes,Male,,26,High school graduate / G.E.D.,thank you,119921
4/20/17 9:58,4/20/17 9:59,IP Address,50.110.47.84,100,53,TRUE,4/20/17 9:59,R_3IQqOYXyGcknUio,,,,,38.33299255,-80.88809967,anonymous,Yes,,,,,3,3,3,3,,,,,,,,,Male,,24,"College graduate (ex: B.S., B.A.)",,789733
4/20/17 10:01,4/20/17 10:02,IP Address,24.219.192.102,100,23,TRUE,4/20/17 10:02,R_2SjAtW9m9Z4TTCf,,,,,37.26690674,-80.43250275,anonymous,Yes,,,,,,,,,4,3,3,4,,,,,Male,,21,"College graduate (ex: B.S., B.A.)",,240134
4/20/17 10:03,4/20/17 10:05,IP Address,24.231.160.221,100,104,TRUE,4/20/17 10:05,R_2uZFH5XJMWLcZc6,,,,,43.04429626,-83.51920319,anonymous,Yes,,,,,,,,,,,,,5,Definitely Yes,Definitely Yes,Definitely Yes,Female,,27,"College graduate (ex: B.S., B.A.)",Thanks!,733096
4/20/17 10:03,4/20/17 10:06,IP Address,192.67.88.5,100,173,TRUE,4/20/17 10:06,R_RVO9dG5L9qUD4Ln,,,,,31.14509583,-99.34780121,anonymous,Yes,,,,,,,,,4,3,5,Definitely Yes,,,,,Female,,29,Some college,none,812640
4/20/17 10:06,4/20/17 10:07,IP Address,73.225.241.108,100,65,TRUE,4/20/17 10:07,R_3IRJ6aRqnw3uVUt,,,,,47.14579773,-122.3237,anonymous,Yes,Definitely Yes,Definitely Yes,Definitely Yes,Definitely Yes,,,,,,,,,,,,,Male,,22,Some college,n/a,427187
4/20/17 9:58,4/20/17 10:07,IP Address,173.67.141.50,100,543,TRUE,4/20/17 10:07,R_2eR1Mcc1s6Tpw9F,,,,,40.24549866,-77.02269745,anonymous,Yes,Definitely Yes,4,2,Definitely Yes,,,,,,,,,,,,,Female,,23,High school graduate / G.E.D.,,386477
4/20/17 10:11,4/20/17 10:13,IP Address,173.110.73.219,100,178,TRUE,4/20/17 10:14,R_2TuUPFBtvv38QA4,,,,,28.53829956,-81.3792038,anonymous,Yes,,,,,Definitely Yes,3,Definitely Yes,5,,,,,,,,,Female,,32,Some college,,847486
4/20/17 10:19,4/20/17 10:20,IP Address,98.113.174.246,100,77,TRUE,4/20/17 10:20,R_3KZyLJUaUtvQe8R,,,,,40.61000061,-73.91079712,anonymous,Yes,,,,,,,,,4,4,5,Definitely Yes,,,,,Female,,56,"College graduate (ex: B.S., B.A.)",,195708
4/20/17 10:31,4/20/17 10:33,IP Address,108.245.152.51,100,89,TRUE,4/20/17 10:33,R_3isvbF0GEQVweYZ,,,,,37.645401,-84.81710052,anonymous,Yes,,,,,,,,,,,,,4,Definitely Yes,Definitely Yes,Definitely Yes,Female,,22,"College graduate (ex: B.S., B.A.)",,688912
4/20/17 10:33,4/20/17 10:34,IP Address,67.246.52.65,100,60,TRUE,4/20/17 10:34,R_2wGhxuzIf1fJxPw,,,,,42.61889648,-73.70649719,anonymous,Yes,Definitely Yes,4,4,4,,,,,,,,,,,,,Male,,23,"College graduate (ex: B.S., B.A.)",No.,648163
4/20/17 10:34,4/20/17 10:34,IP Address,98.242.255.44,100,39,TRUE,4/20/17 10:34,R_31ZyebGOgtq8uL8,,,,,25.98249817,-80.34339905,anonymous,Yes,,,,,Definitely No,3,3,Definitely Yes,,,,,,,,,Male,,29,Some graduate school,None,172740
4/20/17 10:34,4/20/17 10:37,IP Address,66.25.58.149,100,156,TRUE,4/20/17 10:37,R_xF6HvA7A8NoUCxr,,,,,33.00169373,-96.84410095,anonymous,Yes,Definitely Yes,Definitely Yes,Definitely Yes,Definitely Yes,,,,,,,,,,,,,Female,,27,"Professional or doctoral degree (ex: J.D., M.D., Ph.D.)",none,181252
4/20/17 10:39,4/20/17 10:40,IP Address,84.26.133.104,100,49,TRUE,4/20/17 10:40,R_2VOy32epyqUZYw5,,,,,51.51649475,4.436599731,anonymous,Yes,,,,,,,,,5,Definitely Yes,5,Definitely Yes,,,,,Female,,41,Some college,no,953706
4/20/17 10:41,4/20/17 10:41,IP Address,73.19.130.68,100,14,TRUE,4/20/17 10:41,R_2ExUemdWPeA4WsR,,,,,31.26170349,-85.41419983,anonymous,Yes,,,,,4,4,3,5,,,,,,,,,Male,,25,Some college,none,874913
4/20/17 10:42,4/20/17 10:43,IP Address,204.194.141.29,100,48,TRUE,4/20/17 10:43,R_2YYxFvCI2EnHDBK,,,,,41.26150513,-96.05269623,anonymous,Yes,,,,,,,,,,,,,3,2,5,5,Male,,28,"College graduate (ex: B.S., B.A.)",Not at this time.,171788
4/20/17 10:43,4/20/17 10:44,IP Address,129.120.84.108,100,35,TRUE,4/20/17 10:44,R_WdQ6ZFoyToEndU5,,,,,33.21479797,-97.13310242,anonymous,Yes,,,,,Definitely No,Definitely No,Definitely Yes,Definitely Yes,,,,,,,,,Male,,23,Some college,,428033
